split,class,image,label_source,confidence,x_center,y_center,width,height,source
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00224_computer_lab_desktop_computers_Image_58.jpg,model_pseudo,0.8976,0.467085,0.226822,0.107798,0.186614,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_58.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00225_Image_6.jpg,model_pseudo,0.8707,0.393722,0.464836,0.605476,0.684449,data\raw\desktop_pcs\Image_6.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00226_computer_lab_desktop_computers_Image_51.jpg,model_pseudo,0.9365,0.493503,0.276139,0.248573,0.437325,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_51.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00227_BenQ_interactive_flat_panel_school_Image_42.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_42.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00228_Promethean_interactive_display_classroom_Image_25.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_25.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00229_outdoor_bullet_security_camera_mounted_Image_47.jpg,model_pseudo,0.9548,0.508968,0.497762,0.603750,0.844712,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_47.jpg
train,router,data\yolo_sws405\images\train\router_00230_Image_105.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_105.jpg
train,router,data\yolo_sws405\images\train\router_00231_Image_94.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_94.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00232_outdoor_bullet_security_camera_mounted_Image_73.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_73.jpeg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00233_office_desktop_pc_tower_and_monitor_Image_61.jpg,model_pseudo,0.8624,0.650901,0.536737,0.104954,0.118751,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_61.jpg
train,router,data\yolo_sws405\images\train\router_00234_home_wifi_router_with_antennas_Image_72.jpg,model_pseudo,0.9603,0.481143,0.544293,0.783955,0.829655,data\raw\routers\home_wifi_router_with_antennas_Image_72.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00235_Image_12.jpg,model_pseudo,0.8078,0.545204,0.458622,0.621243,0.911887,data\raw\desktop_pcs\Image_12.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00236_SMART_Technologies_board_office_Image_42.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_42.jpg
train,router,data\yolo_sws405\images\train\router_00237_Image_65.jpg,model_pseudo,0.6502,0.442033,0.444269,0.692651,0.610986,data\raw\routers\Image_65.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00238_Promethean_interactive_display_classroom_Image_59.jpg,model_pseudo,0.9842,0.607118,0.258489,0.356916,0.508051,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_59.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00239_computer_lab_desktop_computers_Image_91.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_91.png
train,router,data\yolo_sws405\images\train\router_00240_home_wifi_router_with_antennas_Image_31.jpg,model_pseudo,0.9489,0.506175,0.478516,0.829873,0.873270,data\raw\routers\home_wifi_router_with_antennas_Image_31.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00241_Promethean_interactive_display_classroom_Image_51.jpg,model_pseudo,0.2739,0.677226,0.281856,0.432268,0.563712,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_51.jpg
train,router,data\yolo_sws405\images\train\router_00242_Image_37.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_37.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00243_indoor_dome_cctv_camera_Image_77.jpg,model_pseudo,0.9617,0.495442,0.487390,0.754757,0.782821,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_77.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00244_Promethean_interactive_display_classroom_Image_40.jpg,model_pseudo,0.3280,0.614356,0.500000,0.474935,1.000000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_40.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00245_BenQ_interactive_flat_panel_school_Image_63.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_63.jpeg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00246_office_desktop_pc_tower_and_monitor_Image_58.jpg,model_pseudo,0.9751,0.452114,0.522263,0.739166,0.606453,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_58.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00247_Clevertouch_board_meeting_room_Image_8.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_8.webp
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00248_outdoor_bullet_security_camera_mounted_Image_53.jpg,model_pseudo,0.9278,0.498967,0.507766,0.646212,0.401811,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_53.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00249_office_desktop_pc_tower_and_monitor_Image_13.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_13.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00250_SMART_Technologies_board_office_Image_57.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_57.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00251_BenQ_interactive_flat_panel_school_Image_5.jpg,model_pseudo,0.9785,0.501108,0.705098,0.704879,0.401828,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_5.png
train,router,data\yolo_sws405\images\train\router_00252_Image_61.jpg,model_pseudo,0.9685,0.384837,0.472175,0.518211,0.602636,data\raw\routers\Image_61.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00253_office_desktop_pc_tower_and_monitor_Image_27.jpg,model_pseudo,0.9739,0.608049,0.573777,0.479907,0.521481,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_27.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00254_indoor_dome_cctv_camera_Image_26.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_26.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00255_outdoor_bullet_security_camera_mounted_Image_90.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_90.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00256_computer_lab_desktop_computers_Image_70.jpg,model_pseudo,0.8110,0.951529,0.513389,0.096409,0.131083,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_70.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00257_outdoor_bullet_security_camera_mounted_Image_105.jpg,model_pseudo,0.9696,0.498971,0.474728,0.994599,0.470294,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_105.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00258_office_desktop_pc_tower_and_monitor_Image_25.jpg,model_pseudo,0.8078,0.545204,0.458622,0.621243,0.911887,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_25.jpg
train,router,data\yolo_sws405\images\train\router_00259_Image_9.jpg,model_pseudo,0.8937,0.449436,0.592308,0.661760,0.427732,data\raw\routers\Image_9.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00260_computer_lab_desktop_computers_Image_80.jpg,model_pseudo,0.8772,0.457167,0.640913,0.072707,0.127510,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_80.jpg
train,router,data\yolo_sws405\images\train\router_00261_Image_30.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_30.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00262_office_desktop_pc_tower_and_monitor_Image_67.jpg,model_pseudo,0.1838,0.677169,0.425032,0.074795,0.096775,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_67.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00263_outdoor_bullet_security_camera_mounted_Image_15.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_15.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00264_Promethean_interactive_display_classroom_Image_20.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_20.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00265_indoor_dome_cctv_camera_Image_33.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_33.jpg
train,router,data\yolo_sws405\images\train\router_00266_home_wifi_router_with_antennas_Image_78.jpg,model_pseudo,0.9777,0.726015,0.205161,0.259593,0.114083,data\raw\routers\home_wifi_router_with_antennas_Image_78.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00267_indoor_dome_cctv_camera_Image_76.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_76.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00268_outdoor_bullet_security_camera_mounted_Image_34.jpg,model_pseudo,0.9234,0.528031,0.445461,0.829478,0.693469,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_34.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00269_computer_lab_desktop_computers_Image_92.jpg,model_pseudo,0.2174,0.720544,0.677006,0.454720,0.636137,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_92.jpg
train,router,data\yolo_sws405\images\train\router_00270_home_wifi_router_with_antennas_Image_45.jpg,model_pseudo,0.9590,0.498740,0.482303,0.967353,0.964606,data\raw\routers\home_wifi_router_with_antennas_Image_45.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00271_BenQ_interactive_flat_panel_school_Image_51.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_51.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00272_outdoor_bullet_security_camera_mounted_Image_12.jpg,model_pseudo,0.9891,0.332375,0.223638,0.193942,0.290637,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_12.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00273_Promethean_interactive_display_classroom_Image_4.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_4.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00274_office_desktop_pc_tower_and_monitor_Image_49.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_49.jpeg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00275_indoor_dome_cctv_camera_Image_45.jpg,model_pseudo,0.9852,0.545183,0.499649,0.630042,0.422650,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_45.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00276_outdoor_bullet_security_camera_mounted_Image_99.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_99.jpg
train,router,data\yolo_sws405\images\train\router_00277_Image_51.jpg,model_pseudo,0.9574,0.500159,0.513792,0.540176,0.812636,data\raw\routers\Image_51.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00278_outdoor_bullet_security_camera_mounted_Image_56.jpg,model_pseudo,0.9890,0.467980,0.279391,0.561138,0.374775,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_56.webp
train,router,data\yolo_sws405\images\train\router_00279_Image_87.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_87.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00280_SMART_Technologies_board_office_Image_36.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_36.jpg
train,router,data\yolo_sws405\images\train\router_00281_home_wifi_router_with_antennas_Image_99.jpg,model_pseudo,0.7163,0.503032,0.426944,0.837036,0.853888,data\raw\routers\home_wifi_router_with_antennas_Image_99.jpg
train,router,data\yolo_sws405\images\train\router_00282_home_wifi_router_with_antennas_Image_84.jpg,model_pseudo,0.9361,0.497290,0.508123,0.732138,0.855793,data\raw\routers\home_wifi_router_with_antennas_Image_84.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00283_Promethean_interactive_display_classroom_Image_41.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_41.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00284_Image_8.jpg,model_pseudo,0.8734,0.578008,0.446834,0.582518,0.750976,data\raw\desktop_pcs\Image_8.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00285_indoor_dome_cctv_camera_Image_55.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_55.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00286_Promethean_interactive_display_classroom_Image_22.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_22.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00287_outdoor_bullet_security_camera_mounted_Image_96.jpg,model_pseudo,0.9534,0.508529,0.501057,0.912723,0.659691,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_96.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00288_computer_lab_desktop_computers_Image_19.jpg,model_pseudo,0.9476,0.267607,0.531672,0.231132,0.467751,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_19.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00289_office_desktop_pc_tower_and_monitor_Image_100.jpg,model_pseudo,0.9247,0.544265,0.294698,0.158051,0.268749,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_100.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00290_computer_lab_desktop_computers_Image_55.jpg,model_pseudo,0.8918,0.375945,0.458465,0.151221,0.206419,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_55.jpeg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00291_computer_lab_desktop_computers_Image_64.jpg,model_pseudo,0.9025,0.353942,0.487550,0.155133,0.150635,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_64.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00292_computer_lab_desktop_computers_Image_34.jpg,model_pseudo,0.9623,0.395569,0.483958,0.225790,0.404255,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_34.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00293_office_desktop_pc_tower_and_monitor_Image_78.jpg,model_pseudo,0.8327,0.923439,0.704592,0.149136,0.197806,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_78.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00294_indoor_dome_cctv_camera_Image_64.jpg,model_pseudo,0.9820,0.565708,0.508448,0.627997,0.565489,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_64.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00295_BenQ_interactive_flat_panel_school_Image_11.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_11.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00296_Clevertouch_board_meeting_room_Image_4.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_4.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00297_computer_lab_desktop_computers_Image_67.jpg,model_pseudo,0.9291,0.183429,0.314525,0.116531,0.271941,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_67.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00298_outdoor_bullet_security_camera_mounted_Image_95.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_95.jpeg
train,smart_board,data\yolo_sws405\images\train\smart_board_00299_BenQ_interactive_flat_panel_school_Image_29.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_29.png
train,router,data\yolo_sws405\images\train\router_00300_Image_104.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_104.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00301_BenQ_interactive_flat_panel_school_Image_30.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_30.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00302_Image_9.jpg,model_pseudo,0.9736,0.403423,0.545593,0.410864,0.632554,data\raw\desktop_pcs\Image_9.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00303_computer_lab_desktop_computers_Image_102.jpg,model_pseudo,0.9333,0.473642,0.405474,0.138499,0.655479,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_102.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00304_SMART_Technologies_board_office_Image_5.jpg,model_pseudo,0.9029,0.371939,0.364776,0.412178,0.434767,data\raw\smart_boards\SMART_Technologies_board_office_Image_5.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00305_computer_lab_desktop_computers_Image_23.jpg,model_pseudo,0.9158,0.413896,0.770575,0.147589,0.394567,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_23.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00306_office_desktop_pc_tower_and_monitor_Image_104.jpg,model_pseudo,0.3493,0.336991,0.490136,0.078117,0.102853,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_104.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00307_outdoor_bullet_security_camera_mounted_Image_59.jpg,model_pseudo,0.9561,0.504403,0.490057,0.808626,0.547250,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_59.webp
train,smart_board,data\yolo_sws405\images\train\smart_board_00308_SMART_Technologies_board_office_Image_43.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_43.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00309_Promethean_interactive_display_classroom_Image_52.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_52.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00310_outdoor_bullet_security_camera_mounted_Image_32.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_32.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00311_outdoor_bullet_security_camera_mounted_Image_52.jpg,model_pseudo,0.9361,0.525320,0.499295,0.448091,0.375724,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_52.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00312_indoor_dome_cctv_camera_Image_9.jpg,model_pseudo,0.9737,0.488838,0.495867,0.935030,0.755338,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_9.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00313_indoor_dome_cctv_camera_Image_94.jpg,model_pseudo,0.9310,0.498619,0.499801,0.996990,0.972668,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_94.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00314_computer_lab_desktop_computers_Image_74.jpg,model_pseudo,0.9544,0.943289,0.696397,0.113422,0.273938,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_74.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00315_BenQ_interactive_flat_panel_school_Image_34.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_34.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00316_outdoor_bullet_security_camera_mounted_Image_62.jpg,model_pseudo,0.9644,0.479469,0.504244,0.686133,0.850606,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_62.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00317_outdoor_bullet_security_camera_mounted_Image_83.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_83.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00318_office_desktop_pc_tower_and_monitor_Image_12.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_12.jpg
train,router,data\yolo_sws405\images\train\router_00319_Image_84.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_84.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00320_indoor_dome_cctv_camera_Image_51.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_51.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00321_office_desktop_pc_tower_and_monitor_Image_22.jpg,model_pseudo,0.8405,0.410869,0.516432,0.821737,0.416630,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_22.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00322_SMART_Technologies_board_office_Image_17.jpg,model_pseudo,0.8454,0.498420,0.470596,0.988863,0.941193,data\raw\smart_boards\SMART_Technologies_board_office_Image_17.png
train,router,data\yolo_sws405\images\train\router_00323_Image_81.jpg,model_pseudo,0.9074,0.439059,0.674562,0.614957,0.323791,data\raw\routers\Image_81.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00324_office_desktop_pc_tower_and_monitor_Image_98.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_98.jpg
train,router,data\yolo_sws405\images\train\router_00325_Image_80.jpg,model_pseudo,0.7272,0.520128,0.500000,0.952951,1.000000,data\raw\routers\Image_80.jpeg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00326_indoor_dome_cctv_camera_Image_16.jpg,model_pseudo,0.9710,0.498997,0.495552,0.992322,0.853129,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_16.jpg
train,router,data\yolo_sws405\images\train\router_00327_Image_69.jpg,model_pseudo,0.8649,0.656761,0.737521,0.349630,0.239502,data\raw\routers\Image_69.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00328_computer_lab_desktop_computers_Image_89.jpg,model_pseudo,0.9579,0.162249,0.520353,0.321998,0.926700,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_89.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00329_office_desktop_pc_tower_and_monitor_Image_30.jpg,model_pseudo,0.2727,0.545906,0.548650,0.091751,0.156443,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_30.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00330_SMART_Technologies_board_office_Image_8.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_8.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00331_Promethean_interactive_display_classroom_Image_60.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_60.png
train,router,data\yolo_sws405\images\train\router_00332_home_wifi_router_with_antennas_Image_42.jpg,model_pseudo,0.9073,0.504129,0.541086,0.781308,0.704029,data\raw\routers\home_wifi_router_with_antennas_Image_42.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00333_indoor_dome_cctv_camera_Image_25.jpg,model_pseudo,0.9522,0.513736,0.487198,0.570349,0.604656,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_25.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00334_outdoor_bullet_security_camera_mounted_Image_38.jpg,model_pseudo,0.9523,0.651927,0.481608,0.615317,0.932400,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_38.jpg
train,router,data\yolo_sws405\images\train\router_00335_home_wifi_router_with_antennas_Image_109.jpg,model_pseudo,0.9512,0.489324,0.574937,0.538076,0.660479,data\raw\routers\home_wifi_router_with_antennas_Image_109.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00336_SMART_Technologies_board_office_Image_38.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_38.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00337_office_desktop_pc_tower_and_monitor_Image_46.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_46.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00338_office_desktop_pc_tower_and_monitor_Image_65.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_65.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00339_indoor_dome_cctv_camera_Image_69.jpg,model_pseudo,0.9614,0.495761,0.487491,0.920184,0.839159,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_69.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00340_outdoor_bullet_security_camera_mounted_Image_11.jpg,model_pseudo,0.9943,0.575734,0.543614,0.472486,0.582508,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_11.jpg
train,router,data\yolo_sws405\images\train\router_00341_home_wifi_router_with_antennas_Image_56.jpg,model_pseudo,0.9662,0.601025,0.508510,0.692860,0.943695,data\raw\routers\home_wifi_router_with_antennas_Image_56.jpg
